datetime,strike_label,option_type,open,high,low,close,volume,oi,iv,strike_price,spot
2025-09-18 09:15:00,ATM-10,CALL,572.45,572.45,549.6,554.45,5925,306375,0,24900,25418.75
2025-09-18 09:15:00,ATM-10,PUT,8.2,8.2,5.75,6.65,592950,2922075,10.73,24900,25418.75
2025-09-18 09:15:00,ATM-9,CALL,517,517,505.75,508.95,3075,89925,7.53,24950,25418.75
2025-09-18 09:15:00,ATM-9,PUT,13.55,13.55,6.2,7.8,409875,1417200,10.28,24950,25418.75
2025-09-18 09:15:00,ATM-8,CALL,461.95,482.5,450.85,455.55,64425,1737675,0,25000,25418.75
2025-09-18 09:15:00,ATM-8,PUT,9.7,12.9,5.65,9.4,1280925,6219375,9.86,25000,25418.75
2025-09-18 09:15:00,ATM-7,CALL,409.55,419.85,402.05,409.8,35700,213975,6.67,25050,25418.75
2025-09-18 09:15:00,ATM-7,PUT,13,13,8.9,11.3,1155075,2027325,9.44,25050,25418.75
2025-09-18 09:15:00,ATM-6,CALL,376.95,385.6,350,361.6,88200,1045275,6.68,25100,25418.75
2025-09-18 09:15:00,ATM-6,PUT,15,16,12.3,14.1,1702050,4625250,9.07,25100,25418.75
2025-09-18 09:15:00,ATM-5,CALL,325,339.3,310.5,314.35,141450,539325,6.64,25150,25418.75
2025-09-18 09:15:00,ATM-5,PUT,25.4,25.4,15.45,18.05,2214375,2632125,8.76,25150,25418.75
2025-09-18 09:15:00,ATM-4,CALL,265,295.5,252.85,273,442725,3095775,7.31,25200,25418.75
2025-09-18 09:15:00,ATM-4,PUT,30,30.65,20.45,22.85,2933700,7614300,8.4,25200,25418.75
2025-09-18 09:15:00,ATM-3,CALL,222,270,200,228.6,562050,1376325,7.03,25250,25418.75
2025-09-18 09:15:00,ATM-3,PUT,35.3,35.3,25.1,30,1463700,4799700,8.14,25250,25418.75
2025-09-18 09:15:00,ATM-2,CALL,175,213.8,156.5,190,2031450,4784025,7.14,25300,25418.75
2025-09-18 09:15:00,ATM-2,PUT,50,50,33.6,39.75,3206550,6921525,7.93,25300,25418.75
2025-09-18 09:15:00,ATM-1,CALL,170.1,180,148.2,151.55,1842000,3086700,6.92,25350,25418.75
2025-09-18 09:15:00,ATM-1,PUT,52.1,56.5,46.75,54,1867725,3023775,7.87,25350,25418.75
2025-09-18 09:15:00,ATM,CALL,120,145,117.05,119.7,3616725,5193375,6.95,25400,25418.75
2025-09-18 09:15:00,ATM,PUT,70,79.85,62,70.9,3792000,3144075,7.73,25400,25418.75
2025-09-18 09:15:00,ATM+1,CALL,95,110,90,93.05,2821425,2221275,7.06,25450,25418.75
2025-09-18 09:15:00,ATM+1,PUT,97,99,81,92.6,2175975,548550,7.69,25450,25418.75
2025-09-18 09:15:00,ATM+2,CALL,77,84.1,67,70.05,4221075,7223625,7.09,25500,25418.75
2025-09-18 09:15:00,ATM+2,PUT,120,125,102.1,118.6,1934025,1128450,7.66,25500,25418.75
2025-09-18 09:15:00,ATM+3,CALL,51,62,48.65,51.3,1822650,1823850,7.11,25550,25418.75
2025-09-18 09:15:00,ATM+3,PUT,149,155.95,131.55,150.3,397875,202500,7.76,25550,25418.75
2025-09-18 09:15:00,ATM+4,CALL,40.55,45.95,35,36.4,2431725,3754800,7.13,25600,25418.75
2025-09-18 09:15:00,ATM+4,PUT,185.1,198.2,171.9,186.9,435900,237225,7.99,25600,25418.75
2025-09-18 09:15:00,ATM+5,CALL,27.1,33.35,24.8,26.05,1920375,1792500,7.24,25650,25418.75
2025-09-18 09:15:00,ATM+5,PUT,220.1,238.1,209,224.5,84900,48450,8.02,25650,25418.75
2025-09-18 09:15:00,ATM+6,CALL,23.5,25.2,17.7,18.25,2402400,3669825,7.37,25700,25418.75
2025-09-18 09:15:00,ATM+6,PUT,290,290,251.3,270.1,78000,113025,8.69,25700,25418.75
2025-09-18 09:15:00,ATM+7,CALL,15,17.1,12.45,13,1794000,1815675,7.55,25750,25418.75
2025-09-18 09:15:00,ATM+7,PUT,312.05,315,304.95,314,6600,18075,9,25750,25418.75
2025-09-18 09:15:00,ATM+8,CALL,12.85,12.85,8.9,9.45,2122950,3801900,7.77,25800,25418.75
2025-09-18 09:15:00,ATM+8,PUT,362.1,365.85,334.1,358.7,20475,109875,9.22,25800,25418.75
2025-09-18 09:15:00,ATM+9,CALL,7.6,12,6.6,6.8,947325,1603800,7.99,25850,25418.75
2025-09-18 09:15:00,ATM+9,PUT,396.85,412.35,396.8,409.15,1275,10575,10.24,25850,25418.75
2025-09-18 09:15:00,ATM+10,CALL,6.45,7.45,5,5.05,1227450,2981775,7.44,25900,25418.75
2025-09-18 09:16:00,ATM-10,CALL,560,567.75,559.05,559.1,7050,306375,6.69,24900,25421.35
2025-09-18 09:16:00,ATM-10,PUT,6.5,6.6,6.1,6.15,744825,2922075,10.59,24900,25421.35
2025-09-18 09:16:00,ATM-9,CALL,508.2,516.2,508.2,511.75,4950,89925,8.5,24950,25421.35
2025-09-18 09:16:00,ATM-9,PUT,7.75,7.75,7,7.15,505500,1417200,10.11,24950,25421.35
2025-09-18 09:16:00,ATM-8,CALL,460,467.2,459,462,50775,1737675,7.88,25000,25421.35
2025-09-18 09:16:00,ATM-8,PUT,9.2,9.2,8.25,8.5,1860975,6219375,9.67,25000,25421.35
2025-09-18 09:16:00,ATM-7,CALL,411.8,420.6,411.8,415.2,54300,213975,8.21,25050,25421.35
2025-09-18 09:16:00,ATM-7,PUT,11.05,11.05,9.9,10.15,750750,2027325,9.22,25050,25421.35
2025-09-18 09:16:00,ATM-6,CALL,365.35,372,363.45,365.8,50775,1045275,7.55,25100,25421.35
2025-09-18 09:16:00,ATM-6,PUT,13.75,13.75,11.95,12.55,1780050,4625250,8.82,25100,25421.35
2025-09-18 09:16:00,ATM-5,CALL,318.95,325.3,316.8,319.1,55875,539325,7.4,25150,25421.35
2025-09-18 09:16:00,ATM-5,PUT,17.6,17.6,15.05,15.7,1678425,2632125,8.42,25150,25421.35
2025-09-18 09:16:00,ATM-4,CALL,273.3,279.8,272.15,274,216525,3095775,7.29,25200,25421.35
2025-09-18 09:16:00,ATM-4,PUT,22.7,22.7,19.45,20.45,2339550,7614300,8.11,25200,25421.35
2025-09-18 09:16:00,ATM-3,CALL,230,235.6,229.5,230.2,293400,1376325,7.09,25250,25421.35
2025-09-18 09:16:00,ATM-3,PUT,29.2,29.3,25.5,26.35,1456200,4799700,7.76,25250,25421.35
2025-09-18 09:16:00,ATM-2,CALL,190.25,194.35,188.7,189.2,953100,4784025,6.95,25300,25421.35
2025-09-18 09:16:00,ATM-2,PUT,39.05,39.05,34.15,35.45,2828925,6921525,7.53,25300,25421.35
2025-09-18 09:16:00,ATM-1,CALL,154.35,156.2,151.55,151.55,931950,3086700,6.84,25350,25421.35
2025-09-18 09:16:00,ATM-1,PUT,52.2,52.2,45.7,47.45,2222925,3023775,7.33,25350,25421.35
2025-09-18 09:16:00,ATM,CALL,121.8,122.75,118.45,118.65,2386575,5193375,6.81,25400,25421.35
2025-09-18 09:16:00,ATM,PUT,69.45,69.65,61.6,63.95,3114600,3144075,7.21,25400,25421.35
2025-09-18 09:16:00,ATM+1,CALL,92.85,94.25,89.7,89.75,2111850,2221275,6.74,25450,25421.35
2025-09-18 09:16:00,ATM+1,PUT,91.3,91.3,82.7,85.6,1837275,548550,7.18,25450,25421.35
2025-09-18 09:16:00,ATM+2,CALL,69.15,70.2,65.75,66.15,3093150,7223625,6.73,25500,25421.35
2025-09-18 09:16:00,ATM+2,PUT,118.15,118.4,108.35,111.25,1569300,1128450,7.12,25500,25421.35
2025-09-18 09:16:00,ATM+3,CALL,51.5,51.5,46.95,47.1,1872525,1823850,6.71,25550,25421.35
2025-09-18 09:16:00,ATM+3,PUT,149.4,150.1,138.95,143.2,386400,202500,7.23,25550,25421.35
2025-09-18 09:16:00,ATM+4,CALL,36.6,36.9,33.1,33.15,2324550,3754800,6.78,25600,25421.35
2025-09-18 09:16:00,ATM+4,PUT,185,185,174.4,179.15,310650,237225,7.35,25600,25421.35
2025-09-18 09:16:00,ATM+5,CALL,25.7,25.7,22.75,22.85,1441200,1792500,6.86,25650,25421.35
2025-09-18 09:16:00,ATM+5,PUT,224.8,224.8,214.05,218.75,83250,48450,7.52,25650,25421.35
2025-09-18 09:16:00,ATM+6,CALL,18.75,18.75,15.95,16.1,1425525,3669825,7.04,25700,25421.35
2025-09-18 09:16:00,ATM+6,PUT,266.25,266.25,256.25,261.3,110100,113025,7.75,25700,25421.35
