datetime,strike_label,option_type,open,high,low,close,volume,oi,iv,strike_price,spot
2025-03-05 09:15:00,ATM-10,PUT,220,239,154.8,168.1,9860,15120,14.687932,72200,73193.28
2025-03-05 09:15:00,ATM-9,PUT,235,238.75,177,187.3,11060,18880,14.574035,72300,73193.28
2025-03-05 09:15:00,ATM-8,PUT,240.35,275.35,199.25,205.45,15520,20540,14.363764,72400,73193.28
2025-03-05 09:15:00,ATM-7,CALL,845.4,951.35,845.4,930.3,1640,8020,10.352081,72500,73193.28
2025-03-05 09:15:00,ATM-7,PUT,287.65,306.3,223,230,48040,74240,14.299964,72500,73193.28
2025-03-05 09:15:00,ATM-6,CALL,771.35,877.7,771.35,863.2,900,4320,10.715579,72600,73193.28
2025-03-05 09:15:00,ATM-6,PUT,316.95,340.6,253.2,259,21500,22340,14.301543,72600,73193.28
2025-03-05 09:15:00,ATM-5,CALL,760,811.55,713.35,790.8,4720,7720,10.764505,72700,73193.28
2025-03-05 09:15:00,ATM-5,PUT,349.95,375.9,282.3,294.8,39660,46620,14.426196,72700,73193.28
2025-03-05 09:15:00,ATM-4,CALL,662.3,749.55,648.45,730.35,10940,17560,11.065924,72800,73193.28
2025-03-05 09:15:00,ATM-4,PUT,401.25,418.1,316.6,333.6,23820,34720,14.552957,72800,73193.28
2025-03-05 09:15:00,ATM-3,CALL,593,679.95,555.8,664.8,22000,77220,11.099071,72900,73193.28
2025-03-05 09:15:00,ATM-3,PUT,431.1,461.65,350.05,359.8,29660,73840,14.253109,72900,73193.28
2025-03-05 09:15:00,ATM-2,CALL,596.25,618.65,516.15,595.05,89720,190620,10.918988,73000,73193.28
2025-03-05 09:15:00,ATM-2,PUT,430,517.8,390.1,409.85,91100,181380,14.533269,73000,73193.28
2025-03-05 09:15:00,ATM-1,CALL,477.4,564.65,455,544.6,36640,22740,11.168013,73100,73193.28
2025-03-05 09:15:00,ATM-1,PUT,521,558.1,433.6,450.75,31260,26280,14.486955,73100,73193.28
2025-03-05 09:15:00,ATM,CALL,448.1,509.5,427.75,485.3,54560,17440,11.077936,73200,73193.28
2025-03-05 09:15:00,ATM,PUT,586.6,586.6,480.7,500.35,30300,17360,14.595692,73200,73193.28
2025-03-05 09:15:00,ATM+1,CALL,399.5,460.5,380.05,436.9,30940,15200,11.177476,73300,73193.28
2025-03-05 09:15:00,ATM+1,PUT,673.3,673.3,531,552.7,9080,8780,14.700686,73300,73193.28
2025-03-05 09:15:00,ATM+2,CALL,359.85,412.65,337.25,397.3,27460,13540,11.409977,73400,73193.28
2025-03-05 09:15:00,ATM+2,PUT,677.45,709.35,584.2,605.4,5140,8520,14.740647,73400,73193.28
2025-03-05 09:15:00,ATM+3,CALL,311.45,367.65,302.4,350.5,46740,66620,11.358927,73500,73193.28
2025-03-05 09:15:00,ATM+3,PUT,748.2,748.2,642.6,650.05,8400,37340,14.495053,73500,73193.28
2025-03-05 09:15:00,ATM+4,CALL,278.35,326,269.8,306.65,23880,15520,11.289212,73600,73193.28
2025-03-05 09:15:00,ATM+4,PUT,787.05,787.05,702.6,707.6,2540,5320,14.513523,73600,73193.28
2025-03-05 09:15:00,ATM+5,CALL,250,288.75,235.85,277.6,15720,10500,11.528469,73700,73193.28
2025-03-05 09:15:00,ATM+5,PUT,858.15,858.15,769.1,772.1,480,2400,14.645264,73700,73193.28
2025-03-05 09:15:00,ATM+6,CALL,210,253,210,236.3,15060,12680,11.335138,73800,73193.28
2025-03-05 09:15:00,ATM+6,PUT,890.05,890.05,836,836,480,1340,14.690532,73800,73193.28
2025-03-05 09:15:00,ATM+7,CALL,183,222,174,206.15,14440,11680,11.361613,73900,73193.28
2025-03-05 09:15:00,ATM+8,CALL,161,193.9,152.1,183.35,72280,113080,11.523445,74000,73193.28
2025-03-05 09:15:00,ATM+8,PUT,1092.05,1117.25,967.15,992.8,1820,22240,15.402746,74000,73193.28
2025-03-05 09:15:00,ATM+9,CALL,134.25,168.4,133.6,156.35,20000,12080,11.465697,74100,73193.28
2025-03-05 09:15:00,ATM+9,PUT,1048.45,1056.2,1048.45,1056.2,40,2120,15.232502,74100,73193.28
2025-03-05 09:15:00,ATM+10,CALL,130.45,147.5,118.8,135,18260,32720,11.502692,74200,73193.28
2025-03-05 09:15:00,ATM+10,PUT,1140,1140,1139.1,1139.1,500,780,15.582273,74200,73193.28
2025-03-05 09:16:00,ATM-10,PUT,161.45,167,157.5,160.25,9880,15120,14.128703,72200,73157.07
2025-03-05 09:16:00,ATM-9,PUT,181.2,187.9,179.05,180.7,9340,18880,14.061692,72300,73157.07
2025-03-05 09:16:00,ATM-8,PUT,206.05,212.1,201.65,203.35,7220,20540,13.998287,72400,73157.07
2025-03-05 09:16:00,ATM-7,CALL,918.55,922.2,913.55,913.55,420,8020,10.778424,72500,73157.07
2025-03-05 09:16:00,ATM-7,PUT,230.35,237.2,227.25,228.95,32960,74240,13.957257,72500,73157.07
2025-03-05 09:16:00,ATM-6,CALL,861.2,861.2,852.8,853.2,620,4320,11.279936,72600,73157.07
2025-03-05 09:16:00,ATM-6,PUT,256.25,265.15,254,256.7,13200,22340,13.907972,72600,73157.07
2025-03-05 09:16:00,ATM-5,CALL,792.6,792.6,769.9,784.25,5100,7720,11.365248,72700,73157.07
2025-03-05 09:16:00,ATM-5,PUT,287,296.65,285,285,21260,46620,13.801582,72700,73157.07
2025-03-05 09:16:00,ATM-4,CALL,724.25,724.25,698,708.05,8060,17560,11.139137,72800,73157.07
2025-03-05 09:16:00,ATM-4,PUT,322.9,331.65,317.05,318.6,11840,34720,13.773455,72800,73157.07
