datetime,strike_label,option_type,open,high,low,close,volume,oi,iv,strike_price,spot
2026-01-23 09:15:00,ATM-10,CALL,559,569.85,538.4,544.9,2860,295165,15.281006,24800,25292.15
2026-01-23 09:15:00,ATM-10,PUT,8.9,10.9,6,10.75,1592435,5689060,12.700298,24800,25292.15
2026-01-23 09:15:00,ATM-9,CALL,509.2,514,490.7,499.65,1885,69615,15.040699,24850,25292.15
2026-01-23 09:15:00,ATM-9,PUT,10.3,13.95,8.7,13.25,572195,1815645,12.357268,24850,25292.15
2026-01-23 09:15:00,ATM-8,CALL,460.8,469.55,442.8,452.65,11570,184925,14.38586,24900,25292.15
2026-01-23 09:15:00,ATM-8,PUT,10,17.05,9.9,16.65,1014780,5531370,12.069013,24900,25292.15
2026-01-23 09:15:00,ATM-7,CALL,549.5,549.5,392.9,406.9,7215,110435,13.832562,24950,25292.15
2026-01-23 09:15:00,ATM-7,PUT,19.45,21.6,15.7,20.95,944450,2167230,11.785583,24950,25292.15
2026-01-23 09:15:00,ATM-6,CALL,398.1,398.1,351.3,362.35,121875,2011880,13.330809,25000,25292.15
2026-01-23 09:15:00,ATM-6,PUT,17,28.15,17,27,2413125,10056475,11.600318,25000,25292.15
2026-01-23 09:15:00,ATM-5,CALL,336,336,307.85,316.45,30225,604240,12.536871,25050,25292.15
2026-01-23 09:15:00,ATM-5,PUT,25,34.8,24.95,34.05,1112930,2204605,11.346857,25050,25292.15
2026-01-23 09:15:00,ATM-4,CALL,312.7,312.7,267.8,275.1,154375,2058940,12.152054,25100,25292.15
2026-01-23 09:15:00,ATM-4,PUT,32.65,43.9,31.25,42.95,2307435,5183165,11.11198,25100,25292.15
2026-01-23 09:15:00,ATM-3,CALL,265.5,265.5,229,239.05,122135,1151280,12.130718,25150,25292.15
2026-01-23 09:15:00,ATM-3,PUT,41.3,55.65,40,54.55,1387295,3170570,10.945681,25150,25292.15
2026-01-23 09:15:00,ATM-2,CALL,238.8,238.8,192.8,203,631800,3260530,11.864205,25200,25292.15
2026-01-23 09:15:00,ATM-2,PUT,52.1,69.7,52.1,67.85,2548195,7475780,10.701339,25200,25292.15
2026-01-23 09:15:00,ATM-1,CALL,176,200.95,158.9,170.1,741845,1798095,11.657052,25250,25292.15
2026-01-23 09:15:00,ATM-1,PUT,65.7,86.45,65.7,85.1,2858375,2579005,10.569837,25250,25292.15
2026-01-23 09:15:00,ATM,CALL,150,170.55,129.55,137.2,3224650,5805215,11.19711,25300,25292.15
2026-01-23 09:15:00,ATM,PUT,94,106.35,82.2,104.55,5030155,6205680,10.353762,25300,25292.15
2026-01-23 09:15:00,ATM+1,CALL,135,136,103.9,112.35,3202680,2944825,11.186958,25350,25292.15
2026-01-23 09:15:00,ATM+1,PUT,94.3,129.6,94.3,127.65,3202940,2021630,10.16526,25350,25292.15
2026-01-23 09:15:00,ATM+2,CALL,105,118,82.35,88.5,3979235,7709910,10.978999,25400,25292.15
