datetime,strike_label,option_type,open,high,low,close,volume,oi,iv,strike_price,spot
2026-06-03 09:15:00,ATM-10,PUT,17.25,30.85,15.3,29.3,394875,478010,15.403003,22850,23355.65
2026-06-03 09:15:00,ATM-9,CALL,592.75,592.8,523.25,532.9,2860,30160,15.455742,22900,23355.65
2026-06-03 09:15:00,ATM-9,PUT,22.3,37.1,19.9,35.15,991835,1843140,15.254691,22900,23355.65
2026-06-03 09:15:00,ATM-8,CALL,562.55,562.55,480.45,487.35,3900,5525,14.967665,22950,23355.65
2026-06-03 09:15:00,ATM-8,PUT,32.45,43.85,27.8,40.8,321360,480285,14.949978,22950,23355.65
2026-06-03 09:15:00,ATM-7,CALL,520.7,520.7,438,453.45,47060,395330,15.756746,23000,23355.65
2026-06-03 09:15:00,ATM-7,PUT,29.3,52.4,29.25,49.95,1519050,4432285,14.950568,23000,23355.65
2026-06-03 09:15:00,ATM-6,CALL,487,487,398,407.1,9165,22295,14.939745,23050,23355.65
2026-06-03 09:15:00,ATM-6,PUT,37.9,62.9,37.9,58.6,472550,546065,14.733782,23050,23355.65
2026-06-03 09:15:00,ATM-5,CALL,444.6,444.6,359.75,371.5,18720,119730,15.13957,23100,23355.65
2026-06-03 09:15:00,ATM-5,PUT,46.85,74.35,41.65,69.95,761410,1368900,14.654229,23100,23355.65
2026-06-03 09:15:00,ATM-4,CALL,472.6,472.6,322.45,332.45,11830,32370,14.828134,23150,23355.65
2026-06-03 09:15:00,ATM-4,PUT,50,88.15,50,84.25,545090,582790,14.694171,23150,23355.65
2026-06-03 09:15:00,ATM-3,CALL,371.6,372.25,289.15,298.2,177710,469690,14.808293,23200,23355.65
2026-06-03 09:15:00,ATM-3,PUT,70.15,103.85,60.15,99.5,1073670,2489370,14.64487,23200,23355.65
2026-06-03 09:15:00,ATM-2,CALL,322.8,322.8,257.8,265.15,70785,127530,14.723162,23250,23355.65
2026-06-03 09:15:00,ATM-2,PUT,78,121.45,76.8,116.45,734890,927875,14.573983,23250,23355.65
2026-06-03 09:15:00,ATM-1,CALL,310,310,227.05,234.75,517335,3154515,14.691309,23300,23355.65
2026-06-03 09:15:00,ATM-1,PUT,67,141.7,66.95,136.3,2086240,5014815,14.574573,23300,23355.65
2026-06-03 09:15:00,ATM,CALL,270.1,270.1,199.3,207.5,392860,237380,14.743198,23350,23355.65
2026-06-03 09:15:00,ATM,PUT,110.2,163.8,110.2,157.55,1107080,827060,14.514277,23350,23355.65
2026-06-03 09:15:00,ATM+1,CALL,237,237,173.55,181.25,1842685,1397890,14.70065,23400,23355.65
2026-06-03 09:15:00,ATM+1,PUT,103.2,188.4,103.2,181.25,3120195,3012295,14.476316,23400,23355.65
2026-06-03 09:15:00,ATM+2,CALL,214.95,214.95,151.2,156.8,1049750,601445,14.628332,23450,23355.65
2026-06-03 09:15:00,ATM+2,PUT,155,215.3,147.5,207.45,1441115,957385,14.46253,23450,23355.65
2026-06-03 09:15:00,ATM+3,CALL,190,190,130,137.25,2549625,4379505,14.780189,23500,23355.65
2026-06-03 09:15:00,ATM+3,PUT,171,245.45,170,237,2249455,4076345,14.544676,23500,23355.65
2026-06-03 09:15:00,ATM+4,CALL,154.65,154.8,111.8,118,613665,965120,14.787437,23550,23355.65
2026-06-03 09:15:00,ATM+4,PUT,201.8,275.5,201.7,266.9,331435,481520,14.480316,23550,23355.65
2026-06-03 09:15:00,ATM+5,CALL,141,158.7,95.55,100.5,1225705,2675660,14.771204,23600,23355.65
2026-06-03 09:15:00,ATM+5,PUT,222,309.25,220,299.75,765115,2170415,14.489966,23600,23355.65
2026-06-03 09:15:00,ATM+6,CALL,119,119,81.25,85,544960,556660,14.759351,23650,23355.65
2026-06-03 09:15:00,ATM+6,PUT,250,347.05,250,335.6,104845,272610,14.597095,23650,23355.65
2026-06-03 09:15:00,ATM+7,CALL,98,98,68.85,72.3,912795,3418220,14.841824,23700,23355.65
2026-06-03 09:15:00,ATM+7,PUT,280,382.6,280,372.1,156260,2323100,14.598553,23700,23355.65
2026-06-03 09:15:00,ATM+8,CALL,85,85,58,60.45,430690,615810,14.84515,23750,23355.65
2026-06-03 09:15:00,ATM+8,PUT,290.1,423.8,290,407.85,51870,133250,14.333248,23750,23355.65
2026-06-03 09:15:00,ATM+9,CALL,69,69,48.8,50.75,1456585,3385655,14.915046,23800,23355.65
2026-06-03 09:15:00,ATM+9,PUT,369.95,463.2,362.8,446.65,72930,871975,14.189034,23800,23355.65
2026-06-03 09:15:00,ATM+10,CALL,53,67.4,40.7,43.05,435890,769470,15.068529,23850,23355.65
2026-06-03 09:15:00,ATM+10,PUT,426.7,506.25,426.7,490.5,14950,109460,14.487783,23850,23355.65
2026-06-03 09:16:00,ATM-10,CALL,615,619.6,581,581,3445,60125,15.346095,22800,23312.6
2026-06-03 09:16:00,ATM-10,PUT,27.5,34.4,24.3,32.9,1195220,2295995,16.130629,22800,23312.6
2026-06-03 09:16:00,ATM-9,PUT,31.35,40.5,29.3,40,389415,458965,16.10597,22850,23312.6
2026-06-03 09:16:00,ATM-8,CALL,529.95,532.9,487.1,500.1,5915,30875,15.899942,22900,23312.6
2026-06-03 09:16:00,ATM-8,PUT,38.15,48.05,35.15,46.3,1072240,1984190,15.833608,22900,23312.6
2026-06-03 09:16:00,ATM-7,CALL,467.95,487.35,448.75,455,6630,5200,15.337589,22950,23312.6
2026-06-03 09:16:00,ATM-7,PUT,42.85,56.6,40.8,56.1,556595,514085,15.853653,22950,23312.6
2026-06-03 09:16:00,ATM-6,CALL,435.05,453.45,408,417.55,81120,401830,15.523633,23000,23312.6
2026-06-03 09:16:00,ATM-6,PUT,55.85,66.65,49.95,65.2,1905670,4516135,15.64059,23000,23312.6
2026-06-03 09:16:00,ATM-5,CALL,394.15,407.1,370.85,382.6,17225,22750,15.770027,23050,23312.6
2026-06-03 09:16:00,ATM-5,PUT,60.95,79.15,58.6,77.9,642265,552695,15.655204,23050,23312.6
2026-06-03 09:16:00,ATM-4,CALL,354.85,371.5,334.5,345,56225,123045,15.580971,23100,23312.6
