datetime,strike_label,option_type,open,high,low,close,volume,oi,iv,strike_price,spot
2025-09-29 09:15:00,ATM-10,CALL,564.25,574.3,558.4,568,7875,60150,33.01,24200,24710.85
2025-09-29 09:15:00,ATM-10,PUT,4.55,4.55,2.3,2.85,1363650,5879025,16.68,24200,24710.85
2025-09-29 09:15:00,ATM-9,CALL,513.25,522.1,513.25,514.7,1575,21675,30.12,24250,24710.85
2025-09-29 09:15:00,ATM-9,PUT,5.8,5.8,2.7,3.5,713175,1419150,15.88,24250,24710.85
2025-09-29 09:15:00,ATM-8,CALL,429,475.2,429,467.55,16200,86025,28.67,24300,24710.85
2025-09-29 09:15:00,ATM-8,PUT,6.4,6.45,3.25,4.1,1410075,3927675,14.89,24300,24710.85
2025-09-29 09:15:00,ATM-7,CALL,423.45,423.9,413.05,417.5,3750,39975,26.47,24350,24710.85
2025-09-29 09:15:00,ATM-7,PUT,9.7,9.7,4.1,5.25,768225,1589325,14.13,24350,24710.85
2025-09-29 09:15:00,ATM-6,CALL,359.95,379,359.9,370.15,36825,471225,24.81,24400,24710.85
2025-09-29 09:15:00,ATM-6,PUT,10.7,12.6,5.35,6.85,2510625,5599800,13.36,24400,24710.85
2025-09-29 09:15:00,ATM-5,CALL,313.95,330.6,312.85,322.2,43950,89700,22.91,24450,24710.85
2025-09-29 09:15:00,ATM-5,PUT,15.9,15.9,7.35,9.2,1388400,2855775,12.64,24450,24710.85
2025-09-29 09:15:00,ATM-4,CALL,263.95,284.35,260.8,273.15,313350,2061675,20.69,24500,24710.85
2025-09-29 09:15:00,ATM-4,PUT,21.7,21.7,10,12.65,4402500,11939325,11.95,24500,24710.85
2025-09-29 09:15:00,ATM-3,CALL,220,239.25,219.25,228.25,141375,373125,19.07,24550,24710.85
2025-09-29 09:15:00,ATM-3,PUT,29,29,14.4,17.1,1936200,3114600,11.13,24550,24710.85
2025-09-29 09:15:00,ATM-2,CALL,145.5,195,142.9,184.4,631500,2343675,17.41,24600,24710.85
2025-09-29 09:15:00,ATM-2,PUT,29,37.5,20.7,23.7,5049900,9755100,10.34,24600,24710.85
2025-09-29 09:15:00,ATM-1,CALL,123,154.9,121,144.4,1319700,2980725,16.07,24650,24710.85
2025-09-29 09:15:00,ATM-1,PUT,50.95,50.95,30,33.6,3238950,5422050,9.58,24650,24710.85
2025-09-29 09:15:00,ATM,CALL,102.05,118.45,100.35,108.85,4721100,7839525,14.96,24700,24710.85
2025-09-29 09:15:00,ATM,PUT,68.9,70,40.2,47.85,6713475,7693575,8.79,24700,24710.85
2025-09-29 09:15:00,ATM+1,CALL,61.6,87,61.6,78.4,4492575,5042700,14.06,24750,24710.85
