datetime,strike_label,option_type,open,high,low,close,volume,oi,iv,strike_price,spot
2025-06-03 09:15:00,ATM-10,CALL,1049.95,1290.5,1049.95,1151,2820,61720,51.210525,80600,81642.69
2025-06-03 09:15:00,ATM-10,PUT,155,155,86.1,105.35,236760,246940,51.712817,80600,81642.69
2025-06-03 09:15:00,ATM-9,CALL,999.95,1209.2,982.4,1067.55,3060,156880,50.865904,80700,81642.69
2025-06-03 09:15:00,ATM-9,PUT,200,200,101.75,126.85,179260,257960,52.150744,80700,81642.69
2025-06-03 09:15:00,ATM-8,CALL,848.5,1132.25,830.3,1005.95,29300,173440,53.531707,80800,81642.69
2025-06-03 09:15:00,ATM-8,PUT,228.85,228.9,116.8,145,208960,423100,51.627616,80800,81642.69
2025-06-03 09:15:00,ATM-7,CALL,800.05,1057.95,789.25,932,9380,67500,53.704765,80900,81642.69
2025-06-03 09:15:00,ATM-7,PUT,228.55,234.9,140,173.05,154060,249160,52.207607,80900,81642.69
2025-06-03 09:15:00,ATM-6,CALL,717.05,979.65,717.05,850,73000,490940,52.391717,81000,81642.69
2025-06-03 09:15:00,ATM-6,PUT,345,345,163.1,197.65,428060,843120,51.863988,81000,81642.69
2025-06-03 09:15:00,ATM-5,CALL,698,902.3,673.25,772.5,32980,183940,51.391166,81100,81642.69
2025-06-03 09:15:00,ATM-5,PUT,444.25,444.25,186.75,219.6,152800,194940,50.814765,81100,81642.69
2025-06-03 09:15:00,ATM-4,CALL,640,833.7,606.2,713.25,122040,307340,52.353856,81200,81642.69
2025-06-03 09:15:00,ATM-4,PUT,412.05,412.05,214.65,252.45,201300,338520,50.816051,81200,81642.69
2025-06-03 09:15:00,ATM-3,CALL,700,766.15,541.8,642.1,223180,324740,51.418457,81300,81642.69
2025-06-03 09:15:00,ATM-3,PUT,400.05,400.05,244.5,279.75,200180,310480,49.739839,81300,81642.69
2025-06-03 09:15:00,ATM-2,CALL,477,695,440,573.05,243260,324800,50.378711,81400,81642.69
2025-06-03 09:15:00,ATM-2,PUT,305,423,279.25,325.25,231000,333520,50.461085,81400,81642.69
2025-06-03 09:15:00,ATM-1,CALL,486,629.95,450.05,512.3,542240,1130620,49.932496,81500,81642.69
2025-06-03 09:15:00,ATM-1,PUT,657.55,657.55,314.8,364.35,420520,865960,49.996897,81500,81642.69
2025-06-03 09:15:00,ATM,CALL,440.6,572.8,400,450,319320,366640,48.900823,81600,81642.69
2025-06-03 09:15:00,ATM,PUT,549.5,549.5,351.05,396.3,170780,118400,48.303647,81600,81642.69
2025-06-03 09:15:00,ATM+1,CALL,400,512.5,351.8,397.95,473980,321840,48.628246,81700,81642.69
2025-06-03 09:15:00,ATM+1,PUT,578.25,578.25,390.1,445.65,252040,79200,48.193237,81700,81642.69
2025-06-03 09:15:00,ATM+2,CALL,375.65,456.05,303,349.05,403380,355620,48.283795,81800,81642.69
2025-06-03 09:15:00,ATM+2,PUT,624.4,624.55,432.5,488.85,161440,52700,46.928835,81800,81642.69
2025-06-03 09:15:00,ATM+3,CALL,320.65,400,268.6,302.65,258860,265520,47.784153,81900,81642.69
2025-06-03 09:15:00,ATM+3,PUT,733.6,733.6,481.8,554.15,48000,25400,47.788065,81900,81642.69
2025-06-03 09:15:00,ATM+4,CALL,268,350,233.5,261.65,732980,1077220,47.467931,82000,81642.69
2025-06-03 09:15:00,ATM+4,PUT,980.55,980.55,534.1,611.4,54200,96060,47.260188,82000,81642.69
2025-06-03 09:15:00,ATM+5,CALL,233.8,303.45,79,223.35,223260,195000,47.015365,82100,81642.69
2025-06-03 09:15:00,ATM+5,PUT,770.45,779.1,586.85,665.8,15420,10920,45.876238,82100,81642.69
2025-06-03 09:15:00,ATM+6,CALL,200,260.05,161.2,186.35,338940,259740,46.229799,82200,81642.69
2025-06-03 09:15:00,ATM+6,PUT,800,800,642.85,717.3,9560,11480,43.480027,82200,81642.69
2025-06-03 09:15:00,ATM+7,CALL,164.2,218.7,138.4,154.05,340720,227680,45.539333,82300,81642.69
2025-06-03 09:15:00,ATM+7,PUT,960.65,960.65,705.15,786.15,9300,8820,42.760312,82300,81642.69
2025-06-03 09:15:00,ATM+8,CALL,142.1,182,108.25,123.25,328380,300520,44.485705,82400,81642.69
2025-06-03 09:15:00,ATM+8,PUT,976.35,1002.35,773.5,860.65,5380,7640,42.291027,82400,81642.69
2025-06-03 09:15:00,ATM+9,CALL,87.9,148.35,87.85,97.55,878540,1080660,43.590084,82500,81642.69
