datetime,strike_label,option_type,open,high,low,close,volume,oi,iv,strike_price,spot
2025-10-03 09:15:00,ATM-10,CALL,550.05,559.3,538.05,538.05,6975,105000,13.15,24300,24796.7
2025-10-03 09:15:00,ATM-10,PUT,7.2,7.2,4.9,5.5,1480125,5547675,11.15,24300,24796.7
2025-10-03 09:15:00,ATM-9,CALL,499.35,499.55,490.85,490.85,1200,25950,12.82,24350,24796.7
2025-10-03 09:15:00,ATM-9,PUT,8.25,8.25,6,6.75,478425,2220075,10.72,24350,24796.7
2025-10-03 09:15:00,ATM-8,CALL,457.65,462.55,446.4,446.4,9225,207900,12.88,24400,24796.7
2025-10-03 09:15:00,ATM-8,PUT,9.9,16,6.15,8.15,1252425,4308300,10.23,24400,24796.7
2025-10-03 09:15:00,ATM-7,CALL,412.15,412.15,394.45,394.45,2025,115800,11.43,24450,24796.7
2025-10-03 09:15:00,ATM-7,PUT,15.6,15.6,9.35,10.4,1108725,2523750,9.84,24450,24796.7
2025-10-03 09:15:00,ATM-6,CALL,352.7,368,346.1,346.1,96150,1136625,10.6,24500,24796.7
2025-10-03 09:15:00,ATM-6,PUT,15.1,19.7,12.5,13.65,1882125,8052750,9.51,24500,24796.7
2025-10-03 09:15:00,ATM-5,CALL,344.6,344.6,301.25,301.25,35250,209325,10.23,24550,24796.7
2025-10-03 09:15:00,ATM-5,PUT,20.05,21.6,16.35,17.8,1288875,3582225,9.15,24550,24796.7
2025-10-03 09:15:00,ATM-4,CALL,280.05,280.05,257,257,246375,1606875,9.75,24600,24796.7
2025-10-03 09:15:00,ATM-4,PUT,21,27.45,21,23.95,2780400,9937050,8.88,24600,24796.7
2025-10-03 09:15:00,ATM-3,CALL,234.05,235.05,211,213.25,172275,1170375,9.15,24650,24796.7
2025-10-03 09:15:00,ATM-3,PUT,34,35.75,28.6,31.7,1601850,5910825,8.57,24650,24796.7
2025-10-03 09:15:00,ATM-2,CALL,193.05,195.15,170,174.15,1027950,3546825,8.84,24700,24796.7
2025-10-03 09:15:00,ATM-2,PUT,52,52.95,38,42.45,3737775,10456425,8.3,24700,24796.7
2025-10-03 09:15:00,ATM-1,CALL,141.45,157.2,138.25,138.75,1092825,1493850,8.6,24750,24796.7
2025-10-03 09:15:00,ATM-1,PUT,62,62.9,50.3,55.85,3257850,4177875,8.01,24750,24796.7
2025-10-03 09:15:00,ATM,CALL,110.5,123,106.1,106.25,3443100,4914975,8.29,24800,24796.7
2025-10-03 09:15:00,ATM,PUT,74,81.95,66.1,73.7,5459250,8633325,7.77,24800,24796.7
2025-10-03 09:15:00,ATM+1,CALL,82,93.15,70.05,78.1,3396150,3217575,8.01,24850,24796.7
2025-10-03 09:15:00,ATM+1,PUT,98,104.9,86.05,95.5,2727600,3433125,7.48,24850,24796.7
2025-10-03 09:15:00,ATM+2,CALL,54.8,68,54.75,56.35,3158175,5187075,7.91,24900,24796.7
2025-10-03 09:15:00,ATM+2,PUT,108.5,140,108.5,122.75,1467300,3533925,7.27,24900,24796.7
2025-10-03 09:15:00,ATM+3,CALL,44.4,48.45,39,39.15,1676550,4382400,7.82,24950,24796.7
2025-10-03 09:15:00,ATM+3,PUT,152.3,156.45,142.3,156.15,312225,579000,7.17,24950,24796.7
