datetime,strike_label,option_type,open,high,low,close,volume,oi,iv,strike_price,spot
2026-04-24 09:15:00,ATM-10,CALL,542,555.65,542,550.5,650,31785,15.633508,23650,24151.85
2026-04-24 09:15:00,ATM-10,PUT,48.7,48.7,23.6,31,624520,728195,17.849648,23650,24151.85
2026-04-24 09:15:00,ATM-9,CALL,526.75,566.7,499.6,505.5,6175,240110,15.504009,23700,24151.85
2026-04-24 09:15:00,ATM-9,PUT,37.3,55,28.2,37.6,997555,2984475,17.749618,23700,24151.85
2026-04-24 09:15:00,ATM-8,CALL,484.75,522.9,457.95,462.8,17030,47060,15.578444,23750,24151.85
2026-04-24 09:15:00,ATM-8,PUT,48,55.3,34,44.75,478595,700960,17.563649,23750,24151.85
2026-04-24 09:15:00,ATM-7,CALL,408,484.5,408,425.55,35295,512980,16.205875,23800,24151.85
2026-04-24 09:15:00,ATM-7,PUT,62.8,66.1,40.3,53.65,1233245,3359915,17.454493,23800,24151.85
2026-04-24 09:15:00,ATM-6,CALL,404.95,433.9,379,379,12480,116285,15.311513,23850,24151.85
2026-04-24 09:15:00,ATM-6,PUT,74.15,77.95,48.3,62.75,616265,1098175,17.197532,23850,24151.85
2026-04-24 09:15:00,ATM-5,CALL,365.8,401.35,329,346.15,80015,351390,15.980424,23900,24151.85
2026-04-24 09:15:00,ATM-5,PUT,87.25,98.35,57,75.6,1251315,3089385,17.211235,23900,24151.85
2026-04-24 09:15:00,ATM-4,CALL,319.95,359.25,270,310.85,66040,114660,16.069837,23950,24151.85
2026-04-24 09:15:00,ATM-4,PUT,102.95,102.95,68.2,87.9,618865,774865,16.969849,23950,24151.85
2026-04-24 09:15:00,ATM-3,CALL,258,319.35,258,277.1,688480,3430960,16.099539,24000,24151.85
2026-04-24 09:15:00,ATM-3,PUT,130,133.55,81.2,102.9,2739360,6973265,16.83078,24000,24151.85
2026-04-24 09:15:00,ATM-2,CALL,248.25,287.25,234.05,244.55,320320,224510,16.034692,24050,24151.85
2026-04-24 09:15:00,ATM-2,PUT,110,129.85,94.6,122.1,803205,790920,16.913858,24050,24151.85
2026-04-24 09:15:00,ATM-1,CALL,190,253.55,190,214.05,1477385,1482390,15.957651,24100,24151.85
2026-04-24 09:15:00,ATM-1,PUT,169,170,110.8,141.25,2317770,3064880,16.784738,24100,24151.85
2026-04-24 09:15:00,ATM,CALL,163,222.1,163,184.25,1418885,1391845,15.734361,24150,24151.85
2026-04-24 09:15:00,ATM,PUT,191,200.75,129.15,163.7,1644500,1618955,16.765577,24150,24151.85
2026-04-24 09:15:00,ATM+1,CALL,149,191.45,138,159.35,3162315,5997485,15.75364,24200,24151.85
2026-04-24 09:15:00,ATM+1,PUT,220,225,150.2,185.85,2904005,4703660,16.511532,24200,24151.85
2026-04-24 09:15:00,ATM+2,CALL,119,166.2,119,136.3,1035580,1802255,15.725717,24250,24151.85
2026-04-24 09:15:00,ATM+2,PUT,251,251,173.45,214.75,629525,1046240,16.681889,24250,24151.85
2026-04-24 09:15:00,ATM+3,CALL,123.45,140.35,110,115.85,1569685,4332705,15.724074,24300,24151.85
2026-04-24 09:15:00,ATM+3,PUT,201,300.05,197.9,241.7,725660,2848365,16.457501,24300,24151.85
2026-04-24 09:15:00,ATM+4,CALL,111,117.35,88.35,97.15,829400,1494350,15.671587,24350,24151.85
2026-04-24 09:15:00,ATM+4,PUT,304.4,332.55,228.2,273.15,194480,694330,16.454265,24350,24151.85
2026-04-24 09:15:00,ATM+5,CALL,81,99.55,76.75,80.6,1672385,5353140,15.612522,24400,24151.85
2026-04-24 09:15:00,ATM+5,PUT,322.05,322.05,257.75,309.2,300755,2880605,16.715743,24400,24151.85
2026-04-24 09:15:00,ATM+6,CALL,68,82.75,54.4,67.6,715000,2564770,15.716853,24450,24151.85
2026-04-24 09:15:00,ATM+6,PUT,386,386.05,290.05,344.15,47190,776165,16.667187,24450,24151.85
