datetime,strike_label,option_type,open,high,low,close,volume,oi,iv,strike_price,spot
2025-03-27 09:15:00,ATM-10,CALL,1334.45,1334.45,1334.45,1334.45,20,6580,16.355743,76200,77229.65
2025-03-27 09:15:00,ATM-10,PUT,131.35,155.7,124.65,134.25,11580,39980,14.044362,76200,77229.65
2025-03-27 09:15:00,ATM-9,PUT,135.05,154.95,135,147.9,15020,73440,13.797234,76300,77229.65
2025-03-27 09:15:00,ATM-8,CALL,1156.55,1156.55,1128.15,1128.15,80,5320,14.451864,76400,77229.65
2025-03-27 09:15:00,ATM-8,PUT,134.95,169.65,134.95,162.75,9860,37720,13.539263,76400,77229.65
2025-03-27 09:15:00,ATM-7,CALL,1016,1100,1009.3,1053.55,1080,231620,14.445239,76500,77229.65
2025-03-27 09:15:00,ATM-7,PUT,152.7,200,152.7,181.6,62480,347180,13.362567,76500,77229.65
2025-03-27 09:15:00,ATM-6,CALL,1007.9,1019,972.45,977.7,2000,2960,14.321023,76600,77229.65
2025-03-27 09:15:00,ATM-6,PUT,201.75,217.3,186.45,202.35,22420,34220,13.181275,76600,77229.65
2025-03-27 09:15:00,ATM-5,CALL,870,929.35,839.15,894.7,680,4780,13.907908,76700,77229.65
2025-03-27 09:15:00,ATM-5,PUT,211.1,245.25,196.4,224.9,32980,42740,12.987174,76700,77229.65
2025-03-27 09:15:00,ATM-4,CALL,853.35,854.1,804.15,824.7,2080,4020,13.827938,76800,77229.65
2025-03-27 09:15:00,ATM-4,PUT,226.75,277.6,222.15,248.2,48560,47220,12.744373,76800,77229.65
2025-03-27 09:15:00,ATM-3,CALL,753.2,793.5,708.45,745.7,3520,4660,13.410967,76900,77229.65
2025-03-27 09:15:00,ATM-3,PUT,270,305.85,260.45,277.2,40860,64580,12.596104,76900,77229.65
2025-03-27 09:15:00,ATM-2,CALL,654.35,745.05,639.6,678.55,32300,294140,13.264798,77000,77229.65
2025-03-27 09:15:00,ATM-2,PUT,302.1,344.25,282.85,309.05,134720,427840,12.447302,77000,77229.65
2025-03-27 09:15:00,ATM-1,CALL,680,680,572.75,613.05,32140,11040,13.084245,77100,77229.65
2025-03-27 09:15:00,ATM-1,PUT,362.15,383.95,318.35,341.2,69920,53260,12.222363,77100,77229.65
2025-03-27 09:15:00,ATM,CALL,540,595.8,502.65,547.4,33160,21320,12.817577,77200,77229.65
2025-03-27 09:15:00,ATM,PUT,393.95,421.2,351.9,379.45,83140,75540,12.078206,77200,77229.65
2025-03-27 09:15:00,ATM+1,CALL,527.55,533.1,458.05,481.45,29800,48140,12.458153,77300,77229.65
2025-03-27 09:15:00,ATM+1,PUT,365,466,365,421.25,55300,101580,11.937901,77300,77229.65
2025-03-27 09:15:00,ATM+2,CALL,406.8,479.65,400.45,430,34820,58400,12.400559,77400,77229.65
2025-03-27 09:15:00,ATM+2,PUT,340,518.2,340,465.8,69880,100540,11.775909,77400,77229.65
2025-03-27 09:15:00,ATM+3,CALL,411.15,431,359.25,390.2,36960,141060,12.566116,77500,77229.65
